"","reg_num","subj","crse","sect","title","units","instructor","days","start_time","end_time","building","room"
"528","10409","PHYS","367","F","Scientific Computation","1.0","Crandall","T-Th","07:10PM","08:30","PHYSIC","123"
"529","10411","PHYS","411","F","Classical Mechanics II","1.0","Wheeler","M-W-F","09:00AM","09:50","PHYSIC","122"
"530","20400","PHYS","442","S","Quantum Mechanics II","1.0","Wheeler","M-W-F","09:00AM","09:50","PHYSIC","121"
"531","10633","POL","211","F","Intro Political Analysis","1.0","Rejali","M-W-F","02:10PM","03:00","VOLLUM","VLH"
"532","20613","POL","214","S","Empirical Political Theory","1.0","Gronke","T-Th","02:40PM","04:00","VOLLUM","110"
"533","20612","POL","301","S","Classical PoliticalPhilosophy","1.0","Mandell","T-Th","01:10PM","02:30","ELIOT","123"
"534","20584","BIOL","102","ST7","Intro Biology Lect and Lab","0.0","Black","T","01:10PM","05:00","BIOL","107"
"535","10635","POL","303","F","Modern Political Philosophy","1.0","Steinberger","T-Th","02:40PM","04:00","ELIOT","405"
"536","20611","POL","310","S","Comparative Politics","1.0","Andreas","T-Th","10:30AM","11:50","ELIOT","123"
"537","10521","POL","311","F","Research Methods","1.0","Tudor","T-Th","02:40PM","04:00","ELIOT","126"
"538","10636","POL","335","F","Democratic Theory","1.0","Mandell","T-Th","01:10PM","02:30","ELIOT","123"
"539","10637","POL","340","F","Politics of Globalization","1.0","Andreas","T","06:30PM","09:30","ELIOT","123"
"540","10769","POL","345","F","Environmental Politics","1.0","Teske","M-W","03:10PM","04:30","ELIOT","216"
"541","20675","POL","351","S","Pol of Democratic Participatn","1.0","Teske","M","07:10PM","10:00","VOLLUM","134"
"542","20618","POL","356","S","States and Illegal Markets","1.0","Andreas","W","07:00PM","10:00","ELIOT","123"
"543","10634","POL","360","F","Approaches to Violence","1.0","Rejali","M-W","03:10PM","04:30","PSYCH","103"
"544","20622","POL","379","S","Pol of Border and US-Mexico","1.0","Andreas","T-Th","02:40PM","04:00","ELIOT",NA
"545","20586","BIOL","102","SW3","Intro Biology Lect and Lab","0.0","Black","W","01:10PM","05:00","BIOL","103"
"546","20609","POL","381","S","Con. Law and JudicialPolitics","1.0","Kapsch","M-W","03:10PM","04:30","VOLLUM","126"
"547","20614","POL","383","S","Systems of Justice","1.0","Kapsch","T-Th","02:40PM","04:00","ELIOT","123"
"548","10638","POL","385","F","International CriminalJustice","1.0","Rejali","T-Th","02:40PM","04:00","VOLLUM","118"
"549","20615","POL","390","S","Machiavelli","1.0","Rejali","T-Th","01:10PM","02:30","ELIOT","121"
"550","20616","POL","396","S","Political Philosophies ofWork","1.0","Rejali","M-W","03:10PM","04:30","ELIOT","405"
"551","10398","PSY","121","F","Intro to Psychology I","1.0","Reisberg","T-Th","10:30AM","11:50","PSYCH","105"
"552","10400","PSY","121","FL1","Intro to Psychology","0.0","Reisberg","T-Th","01:10PM","02:00","PSYCH","136"
"553","10403","PSY","121","FL2","Intro to Psychology","0.0","Reisberg","T-Th","02:10PM","03:00","PSYCH","136"
"554","10406","PSY","121","FL3","Intro to Psychology","0.0","Reisberg","W-F","01:10PM","02:00","PSYCH","136"
"555","10408","PSY","121","FL4","Intro to Psychology","0.0","Reisberg","W-F","02:10PM","03:00","PSYCH","136"
"556","10763","ANTH","211","F06","Introduction to Anthropology","1.0","Silverstein","T-Th","02:40PM","04:00","VOLLUM","120"
"557","20587","BIOL","102","SW7","Intro Biology Lect and Lab","0.0","Black","W","01:10PM","05:00","BIOL","107"
"558","20401","PSY","122","S","Intro to Psychology II","1.0","Neuringer","T-Th","10:30AM","11:50","PSYCH","105"
"559","20408","PSY","122","SL1","Intro to Psychology II","0.0","Neuringer","T-Th","01:10PM","02:00","PSYCH","136"
"560","20411","PSY","122","SL2","Intro to Psychology II","0.0","Neuringer","T-Th","02:10PM","03:00","PSYCH","136"
"561","20414","PSY","122","SL3","Intro to Psychology II","0.0","Neuringer","W-F","01:10PM","02:00","PSYCH","136"
"562","20416","PSY","122","SL4","Intro to Psychology II","0.0","Neuringer","W-F","02:10PM","03:00","PSYCH","136"
"563","10413","PSY","322","F","Social Psychology","1.0","Oleson","M-W-F","01:10PM","02:00","PSYCH","108"
"564","10753","PSY","324","F","Health Psychology","1.0","Herman","M-W-F","03:10PM","04:00","PSYCH","108"
"565","20662","PSY","326","S","Social Development","1.0","Bulkley","M-W-F","10:00AM","10:50","PSYCH","103"
"566","20663","PSY","327","S","Community Psychology","1.0","Herman","M-W-F","01:10PM","02:00","PSYCH","108"
"567","10414","PSY","333","F","Psychobiology","1.0","Dickinson","M-W-F","12:00PM","12:50","PSYCH","105"
"568","20588","BIOL","102","SR3","Intro Biology Lect and Lab","0.0","Black","Th","01:10PM","05:00","BIOL","103"
"569","20426","PSY","333","S","Psychobiology","1.0","Rhodes","T-Th","10:30AM","11:50","PSYCH","136"
"570","20428","PSY","336","S","Neuropsychology","1.0","Canseco-Gonzale","T-Th","09:00AM","10:20","PSYCH","108"
"571","20429","PSY","338","S","Psychopharmacology","1.0","Dickinson","M-W-F","12:00PM","12:50","PSYCH","105"
"572","20430","PSY","338","SL1","Psychopharmacology","0.0","Dickinson","W","06:40PM","07:30","PSYCH","108"
"573","20431","PSY","338","SL2","Psychopharmacology","0.0","Dickinson","W","07:40PM","08:30","PSYCH","108"
"574","10416","PSY","344","F","Thinking","1.0","Reisberg","M-W-F","11:00AM","11:50","PSYCH","108"
"575","20432","PSY","348","S","Research Design  and  DataAnalysi","1.0","Oleson","M-W-F","11:00AM","11:50","PSYCH","108"
"576","20433","PSY","348","SL1","Research Design  and  DataAnalysi","0.0","Oleson","M","03:10PM","04:00","PSYCH","136"
"577","20434","PSY","348","SL2","Research Design  and  DataAnalysi","0.0","Oleson","T","04:10PM","05:00","PSYCH","136"
"578","10754","PSY","351","F","Psychopathology","1.0","Herman","M-W-F","09:00AM","09:50","PSYCH","108"
"579","20589","BIOL","102","SR7","Intro Biology Lect and Lab","0.0","Black","Th","01:10PM","05:00","BIOL","107"
"580","10417","PSY","361","F","Human Development","1.0","Bulkley","T-Th","01:10PM","02:30","PSYCH","108"
"581","20435","PSY","366","S","Cognitive Processes","1.0","Reisberg","T-Th","01:10PM","02:30","PSYCH","108"
"582","20436","PSY","366","SL1","Cognitive Processes","0.0","Reisberg","M","10:00AM","10:50","PSYCH","136"
"583","20437","PSY","366","SL2","Cognitive Processes","0.0","Reisberg","M","12:00PM","12:50","PSYCH","108"
"584","20438","PSY","373","S","Learning","1.0","Neuringer","M-W-F","10:00AM","10:50","PSYCH","108"
"585","20425","PSY","383","S","Music Perception","1.0","Reisberg","M-W-F","02:10PM","03:00","PSYCH","108"
"586","10755","PSY","385","F","Cross-Cultural Psychology","1.0","Bulkley","M-W-F","02:10PM","03:00","PSYCH","108"
"587","10418","PSY","393","F","Psycholinguistics","1.0","Canseco-Gonzale","M-W-F","10:00AM","10:50","PSYCH","108"
"588","20440","PSY","396","S","Psych of Language Acquisition","1.0","Canseco-Gonzale","T-Th","02:40PM","04:00","PSYCH","108"
"589","10420","PSY","401","F","Junior Seminar","1.0","Rhodes","M","06:30PM","09:00","PSYCH","108"
"590","20590","BIOL","102","SF3","Intro Biology Lect and Lab","0.0","Black","F","01:10PM","05:00","BIOL","103"
"591","20441","PSY","433","S","Psychobiology Research","1.0","Dickinson","T-Th","10:30AM","11:50","PSYCH","108"
"592","20664","PSY","442","S","Clinical Psychology","1.0","Herman","M-W-F","09:00AM","09:50","PSYCH","108"
"593","10759","REL","152","F","Introduction to Judaism","1.0","McCalla","M-W-F","11:00AM","11:50","ELIOT","314"
"594","20521","REL","154","S","Intro to Religions of Asia","1.0","Brashier","M-W-F","10:00AM","10:50","PSYCH","105"
"595","10523","REL","155","F","Introduction to Islam","1.0","Feener","M-W-F","11:00AM","11:50","PSYCH","103"
"596","10524","REL","201","F","Theory  and  Method in RelStudies","1.0","Brashier","M-W-F","01:10PM","02:00","LIB","204"
"597","10785","REL","201","F01","Theory  and Methods in RelStudies","0.0","Brashier","M-W-F","10:00AM","10:50","VOLLUM","134"
"598","10786","REL","201","F02","Theory  and Methods in RelStudies","0.0","Brashier","M-W-F","01:10PM","02:00","VOLLUM","302"
"599","10787","REL","201","F03","Theory  and Methods in RelStudies","0.0","Brashier","M-W-F","02:10PM","03:00","VOLLUM","302"
"600","20522","REL","301","S","History of Religion","1.0","McCalla","T-Th","02:40PM","04:00","VOLLUM","120"
"601","20591","BIOL","102","SF7","Intro Biology Lect and Lab","0.0","Black","F","01:10PM","05:00","BIOL","107"
"602","10525","REL","313","F","Chinese Mahayana Texts","1.0","Brashier","T-Th","10:30AM","11:50","ELIOT","405"
"603","20523","REL","363","S","Missing Persons World ofIslam","1.0","Feener","M-W-F","11:00AM","11:50","VOLLUM","234"
"604","10760","REL","366","F","Romanticism and Religion","1.0","McCalla","M-W","06:10PM","07:30","ELIOT","405"
"605","10527","REL","384","F","Spcl Top Ancient Christianity","1.0","Foat","M-W-F","10:00AM","10:50","ELIOT","419"
"606","20666","REL","399","S","Junior Seminar","1.0","Foat","T-Th","01:10PM","02:30","PHYSIC","121"
"607","10197","RUSS","120","Y","First Year Russian","1.0",NA,NA,NA,NA,NA,"Lencek          M-T-W-Th-F12:00     VOLLUM  126"
"608","10799","RUSS","120","Y02","First Year Russian","1.0","Lencek","M-W-F","11:00AM","11:50","VOLLUM","120"
"609","10799","RUSS","120","Y02","First Year Russian","1.0","Lencek","T-Th","11:00AM","11:50","VOLLUM","234"
"610","10198","RUSS","220","Y","Second Year Russian","1.0",NA,NA,NA,NA,NA,"Bershtein       M-T-W-Th-F12:00     VOLLUM  309"
"611","10537","RUSS","266","F","Russian Short Fiction","1.0","Lencek","T-Th","01:10PM","02:30","VOLLUM","126"
"612","20593","BIOL","332","S","Vascular Plant Diversity","1.0","Raubeson","M-W-F","10:00AM","10:50","PHYSIC","240A"
"613","10536","RUSS","300","F","Advanced Russian","1.0","Bershtein","T-Th","10:30AM","11:50","ELIOT","123"
"614","20534","RUSS","355","S","20th Century Russian Poetry","1.0","Lencek","T-Th","01:10PM","02:30","VOLLUM","134"
"615","20530","RUSS","373","S","Mod Russ Lit:Chekov toPresent","1.0","Bershtein","T-Th","02:40PM","04:00","VOLLUM","126"
"616","10539","RUSS","379","F","The Myth of St. Petersburg","1.0","Bershtein","T-Th","02:40PM","04:00","PSYCH","103"
"617","20535","RUSS","404","S","Russ Lit: Gogol  and  Dostoevsky","1.0","Lencek","T-Th","09:00AM","10:20","VOLLUM","118"
"618","20532","RUSS","408","S","Russ Decadent/SymbolistCultur","1.0","Bershtein","M-W","03:10PM","04:30","VOLLUM","302"
"619","10541","RUSS","413","F","20th C Russian CriticalTheory","1.0","Lencek","T-Th","09:00AM","10:20","VOLLUM","126"
"620","10474","SOC","211","F","Introduction to Sociology","0.0","Tudor","M","02:10PM","03:00","PSYCH","105"
"621","10475","SOC","211","F01","Introduction to Sociology","0.0","Hrycak","W-F","10:00AM","10:50","VOLLUM","228"
"622","10476","SOC","211","F02","Introduction to Sociology","0.0","Hrycak","W-F","11:00AM","11:50","VOLLUM","228"
"623","20594","BIOL","332","SL1","Vascular Plant Diversity","0.0","Raubeson","T","01:10PM","05:00","BIOL","207"
"624","10477","SOC","211","F03","Introduction to Sociology","0.0","Schneiberg","W-F","12:00PM","12:50","VOLLUM","228"
"625","10478","SOC","211","F04","Introduction to Sociology","0.0","Schneiberg","W-F","01:10PM","02:00","VOLLUM","228"
"626","10479","SOC","211","F05","Introduction to Sociology","0.0","Tudor","W-F","02:10PM","03:00","VOLLUM","228"
"627","10480","SOC","211","F06","Introduction to Sociology","0.0","Tudor","W-F","03:10PM","04:00","VOLLUM","228"
"628","20684","SOC","244","S01","Race and Ethnicity","1.0","Schneiberg","T-Th","09:00AM","10:20","VOLLUM","302"
"629","20685","SOC","244","S02","Race and Ethnicity","1.0","Schneiberg","T-Th","10:30AM","11:50","ELIOT","419"
"630","20653","SOC","283","S01","Sociology of Religion","1.0","Tudor","M-W-F","01:10PM","02:00","ELIOT","126"
"631","20654","SOC","283","S02","Sociology of Religion","1.0","Tudor","M-W-F","03:10PM","04:00","ELIOT","126"
"632","10520","SOC","311","F","Research Methods","1.0","Tudor","T-Th","02:40PM","04:00","ELIOT","126"
"633","20646","SOC","321","S","American Capitalism","1.0","Schneiberg","T-Th","02:40PM","04:00","ELIOT","126"
"634","20595","BIOL","332","SL2","Vascular Plant Diversity","0.0","Raubeson","Th","01:10PM","05:00","BIOL","207"
"635","10522","SOC","363","F","Sociology of Culture","1.0","Hrycak","M-W","03:10PM","04:30","VOLLUM","302"
"636","10199","SPAN","110","Y01","First Year Spanish","1.0","Drumm","M-T-W-F","11:00AM","11:50","VOLLUM","110"
"637","10200","SPAN","110","Y02","First Year Spanish","1.0","Moret","M-T-W-F","12:00PM","12:50","VOLLUM","110"
"638","10201","SPAN","110","Y03","First Year Spanish","1.0","Schulz","M-T-W-F","12:00PM","12:50","VOLLUM","116"
"639","10202","SPAN","210","Y01","Second Year Spanish","1.0","Fischer","M-T-W-F","10:00AM","10:50","VOLLUM","110"
"640","10203","SPAN","210","Y02","Second Year Spanish","1.0","Fischer","M-T-W-F","12:00PM","12:50","PHYSIC","121"
"641","10378","SPAN","210","Y03","Second Year Spanish","1.0","Moret","M-T-W-F","01:10PM","02:00","VOLLUM","116"
"642","10491","SPAN","321","F01","Theory  and  Practice HispanicLit","1.0","Moret","M-W-F","10:00AM","10:50","ELIOT","416"
"643","10492","SPAN","321","F02","Theory  and  Practice HispanicLit","1.0","Schulz","M-W-F","11:00AM","11:50","ELIOT","121"
"644","20492","SPAN","322","S","Spanish Short Story","1.0","Alonso","M-W-F","10:00AM","10:50","VOLLUM","118"
"645","10610","BIOL","342","F","Animal Behav.  and  Behav.Ecology","1.0","Yezerinac","T-Th","09:00AM","10:20","PHYSIC","240A"
"646","10494","SPAN","375","F","Modern Peninsular Drama","1.0","Drumm","T-Th","02:40PM","04:00","PSYCH","108"
"647","20491","SPAN","395","S","Mod Spanish American Drama","1.0","Larisch","M-W-F","10:00AM","10:50","VOLLUM","228"
"648","20683","SPAN","413","S","Penin Lit: Dogma  and  Disbelief","1.0","Garcia-Bryce","T","07:10PM","10:00","VOLLUM","134"
"649","10493","SPAN","442","F01","Spl Tops Span Amer Lit:Borges","1.0","Fischer","M-W","03:10PM","04:30","LIB","203"
"650","10770","SPAN","442","F02","The City in Span Amer Lit","1.0","Schulz","T-Th","10:30AM","11:50","LIB","203"
"651","20490","SPAN","442","S","Lit Responses to Dictatorship","1.0","Fischer","M-W","03:10PM","04:30","ELIOT","419"
"652","10528","THEA","110","F","Introduction to Theatre","1.0","Worley","M-W","03:10PM","04:30","THEATR",NA
"653","10530","THEA","205","F01","Masks  and  Make-up Design","0.5","Carr","T-Th","02:40PM","04:00","THEATR",NA
"654","10531","THEA","205","F02","Design for the Theatre: Sets","0.5","Muller","M-W-F","01:10PM","02:00","THEATR",NA
"655","20525","THEA","206","S01","Costume History  and  Design","0.5","Carr","T-Th","02:40PM","04:00","THEATR",NA
"656","10611","BIOL","342","FL1","Animal Behav.  and  Behav.Ecology","0.0","Yezerinac","Th","01:10PM","05:00","BIOL","211"
"657","20526","THEA","206","S02","Design for Theatre: Lights","0.5","Muller","M-W-F","01:10PM","02:00","THEATR",NA
"658","10532","THEA","210","F","Acting Laboratory","0.5","Worley","T-Th","10:30AM","11:50","THEATR",NA
"659","10533","THEA","250","F","Plays and Playhouses","1.0","Clinton","T-Th","01:10PM","02:30","THEATR",NA
"660","20527","THEA","270","S","Intercultr ExperimentsTheatre","1.0","Worley","T-Th","01:10PM","02:30","THEATR",NA
"661","10534","THEA","275","F","Playwriting","1.0","Clinton","W","06:10PM","09:00","THEATR",NA
"662","20528","THEA","310","S","Techniques of Acting","1.0","Worley","T-Th","10:30AM","11:50","THEATR",NA
"663","10535","THEA","331","F","Directing I","1.0","Clinton","T-Th","04:10PM","05:30","THEATR",NA
"664","20529","THEA","334","S","Special Problems in Directing","1.0","Clinton","T-Th","04:10PM","05:30","THEATR",NA
"665","10744","HIST","556","F","Topics in FrenchEnlightenment","0.5","Kierstead","W","07:40PM","09:00","VOLLUM","234"
"666","10745","HUM","510","F","Greek Humanities","0.5","King","T","07:40PM","09:00","VOLLUM","302"
"667","10482","ANTH","311","F","General Linguistics","1.0","Haviland","T-Th","09:00AM","10:20","VOLLUM","116"
"668","10612","BIOL","342","FL2","Animal Behav.  and  Behav.Ecology","0.0","Yezerinac","F","01:10PM","05:00","BIOL","211"
"669","20649","LBST","579","S","ColonizingAfrica:Conrad and Congo","0.5","Lowe","W","05:40PM","07:00","ELIOT","317"
"670","20650","LIT","560","S","Don Quixote  and  Narr. Theory","0.5","Drumm","W","07:40PM","09:00","VOLLUM","309"
"671","10746","MATH","555","F","Ornamental Art","0.5","Wieting","W","05:40PM","07:00","VOLLUM","120"
"672","20651","THEA","570","S","Experiments Intercult Theatre","0.5","Worley","T","07:10PM","08:30","ELIOT","126"
"673","10613","BIOL","351","F","Developmental Biology","1.0","Black","T-Th","10:30AM","11:50","PHYSIC","240A"
"674","10614","BIOL","351","FL1","Developmental Biology","0.0","Black","T","01:10PM","05:00","BIOL","207"
"675","10615","BIOL","351","FL2","Developmental Biology","0.0","Black","W","01:10PM","05:00","BIOL","207"
"676","20597","BIOL","356","S","Genetics and Gene Regulation","1.0","Shampay","M-W-F","11:00AM","11:50","PSYCH","105"
"677","20599","BIOL","356","SL1","Genetics and Gene Regulation","0.0","Shampay","W","01:10PM","05:00","BIOL","21"
"678","20600","BIOL","356","SL2","Genetics and Gene Regulation","0.0","Shampay","F","01:10PM","05:00","BIOL","21"
"679","10771","BIOL","358","F","Microbiology","1.0","Mellies","M-W-F","10:00AM","10:50","PHYSIC","240A"
"680","10772","BIOL","358","FL1","Microbiology","0.0","Mellies","T","01:10PM","05:00","BIOL","217"
"681","10773","BIOL","358","FL2","Microbiology","0.0","Mellies","Th","01:10PM","05:00","BIOL","217"
"682","10485","ANTH","313","F","Language in Society","1.0","Haviland","T","06:10PM","09:00","ELIOT","419"
"683","20603","BIOL","358","S","Microbiology","1.0",NA,NA,NA,NA,NA,"Mellies         RESCHEDULED TO OTHER SEMESTER"
"684","20604","BIOL","358","SL1","Microbiology","0.0",NA,NA,NA,NA,NA,"Mellies         RESCHEDULED TO OTHER SEMESTER"
"685","20605","BIOL","358","SL2","Microbiology","0.0",NA,NA,NA,NA,NA,"Mellies         RESCHEDULED TO OTHER SEMESTER"
"686","10616","BIOL","361","F","Genetics and MolecularBiology","1.0","Russell","M-W-F","11:00AM","11:50","PSYCH","105"
"687","10617","BIOL","361","FL1","Genetics and MolecularBiology","0.0","Russell","T","01:30PM","05:00","BIOL","21"
"688","10618","BIOL","361","FL2","Genetics and MolecularBiology","0.0","Russell","W","01:30PM","05:00","BIOL","21"
"689","10619","BIOL","361","FL3","Genetics and MolecularBiology","0.0","Russell","Th","01:30PM","05:00","BIOL","21"
"690","20606","BIOL","366","S","Population Bio:Ecolgy and Evolutn","1.0","Kaplan","T-Th","09:00AM","10:20","PHYSIC","240A"
"691","20608","BIOL","366","SL1","Population Bio:Ecolgy and Evolutn","0.0","Kaplan","T","02:40PM","05:00","BIOL","211"
"692","20610","BIOL","366","SL2","Population Bio:Ecolgy and Evolutn","0.0","Kaplan","Th","01:30PM","04:00","BIOL","211"
"693","10768","ANTH","339","F","Ethnic  and  Nation France  and  NAfr","1.0","Silverstein","T-Th","06:10PM","07:30","VOLLUM","118"
"694","10410","BIOL","367","F","Scientific Computation","1.0","Crandall","T-Th","07:10PM","08:30","PHYSIC","123"
"695","20617","BIOL","372","S","Cellular Biology","1.0","McClellan","T-Th","10:30AM","11:50","PHYSIC","123"
"696","20620","BIOL","372","SL1","Cellular Biology","0.0","McClellan","W","01:10PM","05:00","BIOL","7"
"697","20621","BIOL","372","SL2","Cellular Biology","0.0","McClellan","Th","01:10PM","05:00","BIOL","7"
"698","10620","BIOL","381","F","Animal Physiology","1.0","Arch","T-Th","10:30AM","11:50","ELIOT","216"
"699","10622","BIOL","381","FL1","Animal Physiology","0.0","Arch","T","01:30PM","05:00","BIOL","7"
"700","10623","BIOL","381","FL2","Animal Physiology","0.0","Arch","Th","01:30PM","05:00","BIOL","7"
"701","10776","BIOL","388","F","Evolutionary Biology","1.0","Raubeson","M-W-F","09:00AM","09:50","PHYSIC","240A"
"702","10778","BIOL","388","FL1","Evolutionary Biology","0.0","Raubeson","W","01:10PM","05:00","PHYSIC","134"
"703","10779","BIOL","388","FL2","Evolutionary Biology","0.0","Raubeson","F","01:10PM","05:00","PHYSIC","134"
